Geo Point,rd_seg_id,marker_id,bay_id,meter_id,rd_seg_dsc,last_edit
"-37.7846612928406, 144.95438886312013",,,16752,,,20201208141621.0
"-37.81315276897357, 144.95550525219414",20046.0,3527S,22897,,Little Lonsdale Street between William Street and King Street,20210302120234.0
"-37.80096199172795, 144.95059978396944",21085.0,,3470,,Arden Street between Leveson Street and Errol Street,20201223122245.0
"-37.827559580028755, 144.9235526767753",22150.0,,17791,,Vegemite Way between Salmon Street and Douglas Street,20201223122254.0
"-37.8047077345363, 144.96537316291662",22499.0,,10462,,Queensberry Street between Lygon Street and Cardigan Street,20201208140915.0
"-37.8233661958306, 144.9344461273975",22136.0,,18093,,Ingles Street between Turner Street and Lorimer Street,20201208141749.0
"-37.800045580456974, 144.95239951817072",21141.0,,13231,,Villiers Street between Flemington Road and Courtney Street,20201208141219.0
"-37.80935963195714, 144.96487136882877",20020.0,3733S,19824,,La Trobe Street between Russell Street and Swanston Street,20210623144303.0
"-37.816283227449986, 144.97811771733652",22629.0,,18202,,Intersection of Wellington Parade South and Wellington Crescent,20201208141755.0
"-37.81170270137366, 144.98853348758843",21867.0,,21825,,Simpson Street between Grey Street and Albert Street,20201208142151.0
"-37.786028115933455, 144.9528140500249",,,16506,,,20201208141608.0
"-37.8156739662277, 144.96113554982796",20173.0,,10051,,Queen Street between Little Collins Street and Bourke Street,20201208140848.0
"-37.80756751366845, 144.9544912141952",21385.0,C5448,12314,,William Street between Capel Street and Rosslyn Street,20201208141125.0
"-37.8034217632014, 144.95293597613554",20973.0,,6278,,Queensberry Street between Howard Street and Chetwynd Street,20201223122249.0
"-37.82922727527819, 144.90108610640434",22168.0,,4225,,Lorimer Street between West Gate Bridge and Todd Road,20201223122246.0
"-37.81966899528688, 144.94406016518582",22913.0,13248N,22060,,Bourke Street between Enterprize Way and Cumberland Street,20201208142204.0
"-37.81426768329913, 144.98761537480297",21905.0,,5380,,Hotham Street between Simpson Street and Powlett Street,20201223122248.0
"-37.814568968028965, 144.9694244040982",20108.0,1918N,9630,,Collins Street between Exhibition Street and Russell Street,20201208140825.0
"-37.78596496955111, 144.9527140010262",,,16573,,,20201208141612.0
"-37.79994442064361, 144.93975626260286",21298.0,,3674,,Intersection of Arden Street and Fogarty Street,20201223122245.0
"-37.803609631118825, 144.9494297602211",20992.0,10197W,10996,,Errol Street between Victoria Street and Queensberry Street,20201208140959.0
"-37.80535633150734, 144.96450754627887",20504.0,,10397,,Cardigan Street between Victoria Street and Queensberry Street,20201208140910.0
"-37.80995880851753, 144.96629142970252",20038.0,3390N,9874,,Little Lonsdale Street between Russell Street and Swanston Street,20201208140838.0
"-37.830570412347825, 144.98531545165628",22268.0,20234N,16056,,Clowes Street between Anderson Street and Walsh Street,20201223122254.0
"-37.800995333694, 144.9586955336783",20474.0,,10684,,Berkeley Street between Pelham Street and Grattan Street,20201208140932.0
"-37.818875884115045, 144.9474573887514",22553.0,13217S,21974,,Bourke Street between Wurundjeri Way and Harbour Esplanade,20201208142200.0
"-37.83620081171621, 144.98297541923444",22242.0,,6302,,Leopold Street between Toorak Road and Domain Road,20210623144303.0
"-37.807168977398206, 144.94860806109506",21433.0,,4618,,Roden Street between Spencer Street and King Street,20201223122246.0
"-37.80194780600073, 144.94875268524578",21077.0,,3943,,Glass Street between Curzon Street and Errol Street,20201223122246.0
"-37.829022797462244, 144.97017095295982",22103.0,9263S,20304,,Coventry Street between St Kilda Road and Wells Street,20210302110501.0
"-37.82132532220937, 144.9641739553481",22059.0,,4825,,Riverside Quay between Cook Street and Southgate Avenue,20201223122247.0
"-37.79376853148315, 144.9187159797341",21812.0,,5397,,Willis Street between Stockmans Way and The Crescent,20201223122248.0
"-37.8104714549197, 144.96109867582035",20024.0,,21826,,La Trobe Street between Elizabeth Street and Queen Street,20201208142151.0
"-37.816535996002145, 144.98875321110253",21952.0,,3734,,Garden Avenue from Wellington Parade,20201223122245.0
"-37.80355519011067, 144.94943937248502",20992.0,10199W,10995,,Errol Street between Victoria Street and Queensberry Street,20201208140959.0
"-37.79647264931039, 144.9686087046553",20686.0,,1346,,Little Palmerston Street between Drummond Street and Pl5268,20201223122240.0
"-37.80435064499164, 144.9492992310097",20992.0,10169W,10992,,Errol Street between Victoria Street and Queensberry Street,20201208140959.0
"-37.796668191066935, 144.93941531805442",21291.0,,23079,,Gracie Street between Henderson Street and MacAulay Road,20210325144614.0
"-37.797189915725966, 144.94100117597804",21327.0,,3091,,MacAulay Road between Fogarty Street and Gracie Street,20201223122244.0
"-37.79510979324484, 144.95691104930833",22356.0,,3862,,Fitzgibbon Street between Morrah Street and Bayles Street,20201223122246.0
"-37.8034170569688, 144.94793731821196",20998.0,10105W,21948,,Curzon Street between Elm Street and Queensberry Street,20201208142158.0
"-37.815888408684714, 144.9535042041915",20063.0,,9979,649A,Little Bourke Street between King Street and Spencer Street,20201208140844.0
"-37.79721666000888, 144.94072469751165",21327.0,,3714,,MacAulay Road between Fogarty Street and Gracie Street,20201223122245.0
"-37.79869901810731, 144.96838187237245",22507.0,,900,,Faraday Street between Drummond Street and Lygon Street,20201223122239.0
"-37.784783485080325, 144.95440819766085",,,16654,,,20201208141616.0
"-37.79268224536004, 144.92626087041003",21765.0,,5306,,Epsom Road between Bangalore Street and Bayswater Road,20201223122248.0
"-37.82858719491223, 144.96781724189992",22107.0,,19399,,Miles Street between Wells Street and Dodds Street,20210302110459.0
"-37.81936528474301, 144.94344160127775",22915.0,13625W,20958,,Merchant Street between Bourke Street and Victoria Harbour Promenade,20201208142055.0
"-37.806708226252184, 144.9515903834087",21380.0,,7618,,Stanley Street between Chetwynd Street and King Street,20201223122251.0
"-37.795955250350694, 144.9500533709385",21257.0,,13355,,Flemington Road between Gatehouse Street and Abbotsford Street,20201208141226.0
"-37.808180907669836, 144.97170227351012",21847.0,138E,23155,506B,Spring Street between Little Lonsdale Street and Victoria Parade,20210325161444.0
"-37.800112803878434, 144.97131015744424",20677.0,,1368,,Barkly Street between Canning Street and Rathdowne Street,20201223122240.0
"-37.810223733153585, 144.96556978994758",20038.0,3409S,15615,,Little Lonsdale Street between Russell Street and Swanston Street,20201208141454.0
"-37.80908181613986, 144.9476872163922",21475.0,,13847,,Stanley Street between Adderley Street and Spencer Street,20201208141254.0
"-37.80884729440483, 144.9794195672594",21595.0,,14203,,Victoria Parade between Eades Street and Lansdowne Street,20201208141324.0
"-37.825379860254515, 144.97115708547912",22700.0,,22559,,St Kilda Road between Grant Street and Wadey Street,20201229111124.0
"-37.8051836474583, 144.96176374755112",20462.0,,12836,,Bouverie Street between Victoria Street and Queensberry Street,20201208141158.0
"-37.82551120960911, 144.9048270700329",22168.0,,4901,,Lorimer Street between West Gate Bridge and Todd Road,20201223122247.0
"-37.805159507005925, 144.9646611631108",20504.0,,10372,,Cardigan Street between Victoria Street and Queensberry Street,20201208140909.0
"-37.81690313523746, 144.95358767801673",20090.0,,9274,,Bourke Street between King Street and Spencer Street,20201208140806.0
"-37.794015293343406, 144.97262199931507",22788.0,,1353,,Neill Street between Rathdowne Street and Canning Street,20201223122240.0
"-37.80341814062847, 144.94329139880196",21026.0,,5368,,Dryburgh Street between Victoria Street and Queensberry Street,20201223122248.0
"-37.79557948956967, 144.93962014739373",21322.0,,6534,,Canning Street between Vaughan Terrace and Macaulay Road,20201223122249.0
"-37.79313741543525, 144.9181400624082",21812.0,,8070,,Willis Street between Stockmans Way and The Crescent,20201223122252.0
"-37.809285072792434, 144.9558048758982",,C6892,1995,EA180,,20201223122240.0
"-37.809936147345645, 144.9893971804071",22000.0,,18271,,Victoria Parade between Hoddle Street and Simpson Street,20201208141759.0
"-37.820685959091044, 144.97416379801",22188.0,,22286,,Boathouse Drive between St Kilda Road and Alexandra Avenue,20201218134548.0
"-37.80314929565359, 144.960497176195",20458.0,,10555,,Leicester Street between Queensberry Street and Pelham Street,20201208140925.0
"-37.78376931115787, 144.94095155639562",22416.0,,21403,,Manningham Street between Oak Street and Tullamarine Freeway,20201208142123.0
"-37.81584515976253, 144.95661141505818",20415.0,,8351,,Gresham Street between Bourke Street and Little Bourke Street,20210623144303.0
"-37.787690538556426, 144.95700923329125",22436.0,,14823,,The Avenue between Leonard Street and MacArthur Road,20201208141408.0
"-37.80895667595197, 144.9804010319497",21595.0,,14198,,Victoria Parade between Eades Street and Lansdowne Street,20201208141324.0
"-37.813046488260056, 144.95709440857974",20186.0,,17936,,William Street between Lonsdale Street and Little Lonsdale Street,20201208141737.0
"-37.796344857028174, 144.95675896286394",22330.0,,7243,,Fitzgibbon Street between Story Street and Morrah Street,20201223122251.0
"-37.80779349577155, 144.95243753958172",21388.0,C7222,12418,,Rosslyn Street between Howard Street and King Street,20201208141130.0
"-37.83367757612894, 144.97850983234736",22223.0,,19147,,Domain Road between Dallas Brooks Drive and Domain Street,20201209133230.0
"-37.78409823377081, 144.94411063765054",,,6477,,,20201223122249.0
"-37.816332888917366, 144.9562153287897",20088.0,,9256,,Bourke Street between William Street and King Street,20201208140805.0
"-37.79887374026101, 144.9682495397469",22507.0,,1419,,Faraday Street between Drummond Street and Lygon Street,20201223122240.0
"-37.79399827893982, 144.9570487865076",22357.0,,8047,,Fitzgibbon Street between Bayles Street and Degraves Street,20201223122252.0
"-37.78358475293334, 144.95469529641713",,,16417,,,20201208141603.0
"-37.809136267083936, 144.97835760856586",20896.0,,21341,,Lansdowne Street between Albert Street and Victoria Parade,20210302110503.0
"-37.809089025054604, 144.9719819976946",21848.0,,8503,,Spring Street between Lonsdale Street and Little Lonsdale Street,20201208140721.0
"-37.80920973630178, 144.95567191108478",,C6846,1822,EA206,,20201223122240.0
"-37.8143326622726, 144.9551638709131",20013.0,,22905,,Lonsdale Street between William Street and King Street,20210305154209.0
"-37.81060695003683, 144.96997626747603",20143.0,,23573,,Exhibition Street between Little Bourke Street and Lonsdale Street,20210426112626.0
"-37.8032705897165, 144.96058726092448",20458.0,,10581,,Leicester Street between Queensberry Street and Pelham Street,20201208140927.0
"-37.83623554568245, 144.9821636368685",22730.0,,4978,,Park Street between Mason Street and Randall Place,20201223122247.0
"-37.81497579700217, 144.95689157633853",20061.0,2591S,9994,,Little Bourke Street between William Street and King Street,20201208140845.0
"-37.79905273322562, 144.9281652284126",21733.0,,17652,,Tennyson Street between Derby Street and Altona Street,20201208141716.0
"-37.81188777120461, 144.9715037804643",20065.0,2337S,9223,,Bourke Street between Spring Street and Exhibition Street,20201208140804.0
"-37.81008231944302, 144.94773776846827",21479.0,,11132,,Rosslyn Street between Adderley Street and Spencer Street,20201208141010.0
"-37.82051988515101, 144.95652560049734",20224.0,,8867,,Flinders Street between King Street and Spencer Street,20201208140742.0
"-37.80079588404041, 144.95232089846377",21132.0,,4624,,Courtney Street between Wreckyn Street and Villiers Street,20201223122246.0
"-37.79985247770641, 144.97443604844366",20612.0,,1579,,Nicholson Street between Murchison Street and Faraday Street,20201223122240.0
"-37.826884874379886, 144.98002212337983",22492.0,,18777,,Alexandra Avenue between Swan Street Bridge and Anderson Street,20201208141828.0
"-37.81694150070245, 144.98132515571785",21988.0,15062E,15446,,Charles Street between Palmer Street and Wellington Parade South,20201223122254.0
"-37.81600362821399, 144.96944963177035",20146.0,,15877,,Russell Street between Flinders Street and Flinders Lane,20201208141521.0
"-37.81014111847569, 144.9817538547725",20898.0,,20914,,Albert Street between Clarendon Street and Eades Street,20201208142052.0
"-37.796175777934806, 144.96866005949903",20685.0,,17724,,Palmerston Street between Drummond Street and Lygon Street,20201208141720.0
"-37.80149427591368, 144.94794253622047",21063.0,,4423,,Baillie Street between Curzon Street and Abbotsford Street,20201223122246.0
"-37.8237473092931, 144.9420466394765",22951.0,,24071,,Point Park Crescent between Lorimer Street and South Wharf Drive,20210616094132.0
"-37.80676840605772, 144.95499064477156",21392.0,C5646,11993,,Capel Street between William Street and Victoria Street,20201208141108.0
"-37.81582505242042, 144.97474013185484",22630.0,,18231,,Wellington Parade South between Wellington Crescent and Flinders Street,20201208141757.0
"-37.833397008455144, 144.98162646884757",22706.0,,6203,,Birdwood Avenue between Dallas Brooks Drive and Domain Road,20201223122249.0
"-37.781830734009695, 144.95040096507557",,,16952,,,20201208141632.0
"-37.8126861059328, 144.95951470461497",20176.0,1203W,20338,,Queen Street between Lonsdale Street and Little Lonsdale Street,20201208142011.0
"-37.8094505635659, 144.95577382587538",,C6860,1769,EA188,,20201223122240.0
"-37.80859688298218, 144.95927774601026",21634.0,6633S,8704,,Franklin Street between Elizabeth Street and Queen Street,20201208140733.0
