GISID,SegID,the_geom,StreetID,StatusID,SegPart,StrType,DTUpdate,PolyArea,SegDescr
1782,20600,"-37.800666791603504, 144.97433240527099",0,1,1,Arterial,20210923,339,Intersection of Nicholson Street and Owen Street
2386,21809,"-37.79248354108096, 144.92074947719476",1440,3,1,Council Minor,20210923,168,Vincent Place from Stockmans Way
1196,22662,"-37.80863703765448, 144.95206416603378",761,1,1,Arterial,20210923,906,Intersection of King Street and Walsh Street
2881,21054,"-37.8004226805117, 144.9449329604273",0,2,1,Council Major,20210923,605,Intersection of Arden Street and Lothian Street
479,23070,"-37.79285111845888, 144.93123457532624",119633,2,1,Council Major,20210923,403,Intersection of Rankins Road and Robertson Street
3148,22562,"-37.82347594046742, 144.9596880272486",1344,2,1,Council Major,20210923,6717,Whiteman Street between Queens Bridge Street and Kings Way
1985,20755,"-37.80133758055079, 144.96577855068062",673,3,1,Council Minor,20210923,681,Grattan Place between Argyle Place North and Grattan Street
521,23109,"-37.790711131705315, 144.93975014306255",453,1,1,Arterial,20210923,520,Intersection of Boundary Road and Alfred Street
2040,22323,"-37.79573204075787, 144.95729785117177",912,2,1,Council Major,20210923,2119,Morrah Street between Royal Parade and Fitzgibbon Street
1490,22593,"-37.7968165421794, 144.9553576358147",1101,2,1,Council Major,20210923,610,Intersection of Story Street and Benjamin Street
1352,21994,"-37.81825644834861, 144.98922442223252",365,3,1,Council Minor,20210923,1229,Webb Lane from Berry Street
3759,22106,"-37.82695478088708, 144.96888911643083",1352,2,1,Council Major,20210923,6400,Wells Street between Grant Street and Miles Street
495,22969,"-37.79124549271863, 144.92961965069904",430,2,1,Council Major,20210923,3360,Bellair Street between McMeikan Street and Coote Street
2127,21708,"-37.7985607238882, 144.93012264118565",395,2,1,Council Major,20210923,1834,Arden Street between Southey Street and Tennyson Street
15,30022,"-37.794058261409404, 144.97493090152898",0,4,1,Private,20210923,24,
3813,30738,"-37.795297075554046, 144.93016817579436",117955,4,1,Private,20210923,14,Pl5368
1727,20646,"-37.79440364165652, 144.97285795428016",1479,3,1,Council Minor,20210923,679,Cl1170 from Charles Street
2757,21148,"-37.79884035870811, 144.94962927900573",685,2,1,Council Major,20210923,3001,Haines Street between Errol Street and Curzon Street
3648,22150,"-37.82751695910927, 144.92395867595042",120152,2,1,Council Major,20210923,4196,Vegemite Way between Salmon Street and Douglas Street
681,22525,"-37.78836214588267, 144.92218000659545",605,1,1,Arterial,20210923,3489,Epsom Road between Smithfield Road and Racecourse Road
3094,20023,"-37.81031879949109, 144.96135878981113",0,2,1,Council Major,20210923,898,Intersection of Elizabeth Street and La Trobe Street
720,22682,"-37.79959153176645, 144.9442074878149",585,2,1,Council Major,20210923,290,Intersection of Dryburgh Street and O'Shanassy Street
3274,20002,"-37.81011181897845, 144.96966604975555",0,2,1,Council Major,20210923,927,Intersection of Lonsdale Street and Exhibition Street
3421,20282,"-37.80927105788156, 144.96694959557087",698,3,1,Council Minor,20210923,490,Hayward Lane between Little Lonsdale Street and La Trobe Street
3187,20256,"-37.81450170729292, 144.97128718168403",1102,3,1,Council Minor,20210923,141,Strachan Lane from Exhibition Street
1064,22473,"-37.83887935481801, 144.97745514925015",1076,2,1,Council Major,20210923,2033,Slater Street from St Kilda Road
2600,22821,"-37.8043834560775, 144.91700694884508",1333,1,1,Arterial,20210923,692,Dock Link Road between South Dynon Railway and Dynon Road
789,21976,"-37.818524837772195, 144.98102677231716",0,2,1,Council Major,20210923,130,Intersection of Jolimont Street and Charles Street
978,22218,"-37.83795909722729, 144.98359409212895",1127,1,1,Arterial,20210923,315,Intersection of Toorak Road and Marne Street
1231,21636,"-37.809732722165776, 144.95829630906886",1010,2,1,Council Major,20210923,980,Queen Street between A'Beckett Street and Franklin Street
1986,20754,"-37.80162624223561, 144.9661632622013",731,3,1,Council Minor,20210923,262,Hyam Place from Argyle Place North
3638,22139,"-37.82166033175313, 144.93071448146426",1370,1,1,Arterial,20210923,737,Intersection of Lorimer Street and Graham Street
2455,30520,"-37.80773653073077, 144.95212966090895",2872,4,1,Private,20210923,24,Pl5128
313,30397,"-37.79593608986236, 144.94943805387837",2932,4,1,Private,20210923,283,Pl5180
3366,20358,"-37.816729191528125, 144.9602490137264",904,3,1,Council Minor,20210923,158,Mitre Lane from Bank Place
1058,22467,"-37.83141792297609, 144.97171626773854",1056,1,1,Arterial,20210923,9196,St Kilda Road between Dorcas Street and Domain Road
1632,20472,"-37.80304158855682, 144.95898026627458",441,2,1,Council Major,20210923,4638,Berkeley Street between Queensberry Street and Pelham Street
2352,21777,"-37.79243972106428, 144.9221600414364",1302,2,1,Council Major,20210923,1317,McTaggart Street between Westbourne Road and Sherwin Street
3688,22032,"-37.82775720376323, 144.95862824282202",1597,3,1,Council Minor,20210923,59,Sm0243 from Hancock Street
2637,20943,"-37.80375184198982, 144.9559147260848",1008,2,1,Council Major,20210923,1123,Queensberry Street between Peel Street and Capel Street
947,22275,"-37.82934171486318, 144.98657673528356",376,2,1,Council Major,20210923,852,Intersection of Alexandra Avenue and Walsh Street
3306,20420,"-37.81735963973875, 144.95761038818065",513,3,2,Council Minor,20210923,456,Church Lane between Little Collins Street and Collins Street
3874,30818,"-37.82487846061902, 144.9514332282725",119771,4,1,Private,20210923,469,Orrs Walk
1940,20806,"-37.802579151035594, 144.96435578102404",975,2,1,Council Major,20210923,3074,Pelham Street between Cardigan Street and Swanston Street
788,21977,"-37.818461205687704, 144.9804361250568",745,2,1,Council Major,20210923,1219,Jolimont Street between Charles Street and Agnes Street
2416,30470,"-37.80600885494432, 144.9540072375246",3032,4,1,Private,20210923,27,Pl5267
914,22257,"-37.83640764709973, 144.98053939643864",829,3,1,Council Minor,20210923,177,Little Park Street between Millswyn Street and Mason Street
3843,30798,"-37.81347679058393, 144.9376839803102",0,4,1,Private,20210923,393,
1258,21337,"-37.804957246146714, 144.94313466700058",585,1,1,Arterial,20210923,2204,Dryburgh Street between Miller Street and Victoria Street
2116,22645,"-37.82821380410387, 144.98735550274617",3080,12,7,Citylink,20210923,456,Monash Freeway between Southern Link Road and Boulton Parade
4121,30881,"-37.82003144098098, 144.95250130399555",3224,9,1,Rail/Tram,20210923,565,Southern Cross Railway
1775,20607,"-37.80082482939563, 144.97384595203317",348,3,1,Council Minor,20210923,79,Cl1532 from Owen Street
677,23195,"-37.79233777428761, 144.93357495737578",119697,3,1,Council Minor,20210923,432,PT8031 from Lambeth Street
3331,20393,"-37.81776601260962, 144.96447015443553",2317,3,1,Council Minor,20210923,55,Cl0496 between Elizabeth Street and Flinders Court
2952,21246,"-37.79304949049222, 144.94464985411165",775,3,1,Council Minor,20210923,369,Langfords Lane between Brougham Street and Curran Street
2281,21706,"-37.79882154608607, 144.93137424493344",395,2,1,Council Major,20210923,1160,Arden Street between Bellair Street and Southey Street
84,30124,"-37.816031399307356, 144.96589763200788",868,4,1,Private,20210923,145,Manchester Lane
3969,22452,"-37.81711584361694, 144.94529484463015",117766,6,2,Lease/Reserve,20210923,1997,Harbour Esplanade between Bourke Street and La Trobe Street
1838,21551,"-37.800298655372075, 144.95749233560764",599,1,1,Arterial,20210923,5949,Elizabeth Street between Flemington Road and Grattan Street
1146,21487,"-37.810435314170036, 144.95073442100673",181,3,1,Council Minor,20210923,206,Cl1284 from Spencer Street
1765,20615,"-37.799615122022715, 144.97300141708342",254,3,1,Council Minor,20210923,119,Cl1090 from Faraday Street
3644,22146,"-37.82381179683386, 144.92397184077325",0,2,1,Council Major,20210923,629,Intersection of Turner Street and Douglas Street
497,22967,"-37.79272506759057, 144.92998397814458",430,2,1,Council Major,20210923,3183,Bellair Street between Wight Street and McMeikan Street
1397,21908,"-37.8141291349379, 144.98557697672945",0,2,1,Council Major,20210923,902,Intersection of Powlett Street and Hotham Street
815,21860,"-37.810997545148595, 144.98344815445583",515,2,1,Council Major,20210923,3074,Clarendon Street between Grey Street and Albert Street
1365,21949,"-37.816087680239164, 144.98789622582308",1073,2,1,Council Major,20210923,3092,Simpson Street between Wellington Parade and George Street
2992,21319,"-37.795171666933555, 144.936635872803",847,2,1,Council Major,20210923,368,Intersection of Macaulay Road and Langford Street
736,22893,"-37.79477539708706, 144.97393859911628",117939,3,1,Council Minor,20210923,235,Strahan Lane between Canning Street and Station Street
2265,21690,"-37.79491680910633, 144.9278152046005",703,2,1,Council Major,20210923,2850,Henry Street between MacAulay Road and Derby Street
29,30042,"-37.81230450993945, 144.92308865958077",1332,5,1,Port Roads,20210923,10745,Anderson Road
3619,22822,"-37.819092907083714, 144.9500807936831",117945,3,1,Council Minor,20210923,2266,Aurora Lane between Bourke Street and Collins Street
1283,21438,"-37.80592310815419, 144.94238425090268",117835,2,1,Council Major,20210923,1484,Stawell Street between Ireland Street and Dynon Road
408,10717,"-37.81766027365158, 144.95018149193314",119563,4,4,Private,20210923,903,Southern Cross Station Walkway between Spencer Street and Concourse - Station Walkway
3376,20347,"-37.81445017766918, 144.95965312776516",1059,3,1,Council Minor,20210923,187,St Patricks Alley from Little Bourke Street
1814,20567,"-37.795947753393285, 144.9707698009808",1024,2,1,Council Major,20210923,1496,Rathdowne Street between Palmerston Street and Pitt Street
1903,20843,"-37.80070243047187, 144.9628901842245",1563,3,1,Council Minor,20210923,179,Cl1136 from Grattan Street
32,30048,"-37.80263356585325, 144.931376055006",3106,4,1,Private,20210923,334,Pl5332
188,30252,"-37.79337330697798, 144.97435273548598",1673,4,1,Private,20210923,27,Pl5076
3098,20019,"-37.808870848421535, 144.96629570249152",0,2,1,Council Major,20210923,918,Intersection of Russell Street and La Trobe Street
3150,22564,"-37.821756939953076, 144.96305568548615",1343,2,1,Council Major,20210923,1209,Intersection of Southbank Boulevard and Riverside Quay
1165,21513,"-37.811783088002876, 144.95129490222803",269,3,1,Council Minor,20210923,76,Cl1677 from Jeffcott Street
2892,21066,"-37.80181225904816, 144.94794436647814",120097,3,1,Council Minor,20210923,116,Magnus Lane between Provost Street and Baillie Street
1233,21638,"-37.80877214568596, 144.95920805264697",163,3,1,Council Minor,20210923,130,Cl1163 from Franklin Street
860,20888,"-37.80922095941709, 144.97296470182647",0,2,1,Council Major,20210923,1091,Intersection of Nicholson Street and Albert Street
2839,21013,"-37.803267000998716, 144.94674431783494",1143,3,1,Council Minor,20210923,916,Union Street between Queensberry Street and Elm Street
1445,21583,"-37.80972315421439, 144.9876854429655",1151,1,1,Arterial,20210923,3615,Victoria Parade between Simpson Street and Powlett Street
3984,22800,"-37.81849851428647, 144.97567636945826",422,13,1,Citylink2,20210923,893,Batman Avenue between Melbourne Park Tramway and Olympic Boulevard
3683,22027,"-37.826797214662456, 144.96005952855026",1593,3,1,Council Minor,20210923,69,Sm0477 from Catherine Street
290,30372,"-37.80364974832419, 144.95158621709265",3140,4,1,Private,20210923,40,Pl5341
1981,20759,"-37.79894528436743, 144.96629258990043",620,3,1,Council Minor,20210923,100,Faraday Lane between Dorrit Street and Cardigan Street
1487,22590,"-37.7898842075355, 144.9427338844301",632,1,1,Arterial,20210923,5803,Flemington Road between Racecourse Road and Melrose Street
3515,20288,"-37.81218200412609, 144.96554618976265",660,3,1,Council Minor,20210923,187,Globe Alley from Little Bourke Street
4024,22800,"-37.822503220305926, 144.97778325535668",422,1,7,Arterial,20210923,2262,Batman Avenue between Melbourne Park Tramway and Olympic Boulevard
2866,21040,"-37.802272575782936, 144.9425043099294",0,2,1,Council Major,20210923,848,Intersection of Queensberry Street and Munster Terrace
2130,22522,"-37.799061187501806, 144.935556184604",800,2,1,Council Major,20210923,1969,Lloyd Street between Arden Street and Bruce Street
2185,21823,"-37.79511963179186, 144.9187366180007",1444,2,1,Council Major,20210923,898,Bateman Road between The Crescent and Fairbairn Drive
846,21560,"-37.808267852295586, 144.97441898920937",1151,1,1,Arterial,20210923,3738,Victoria Parade between Nicholson Street and Gisborne Street
1578,20530,"-37.80142254275611, 144.96680990423678",840,2,1,Council Major,20210923,3746,Lygon Street between Argyle Place North and Grattan Street
2414,30467,"-37.8067726736837, 144.95311751693822",2832,4,1,Private,20210923,98,Victoria Place
2058,22341,"-37.79500585364296, 144.95418667293984",912,2,1,Council Major,20210923,2108,Morrah Street between Park Drive and Gatehouse Street
1130,21421,"-37.808730717478745, 144.95051278542294",1038,2,1,Council Major,20210923,6143,Rosslyn Street between King Street and Spencer Street
3732,22077,"-37.82393995887878, 144.96448058859445",1348,2,1,Council Major,20210923,5284,Kavanagh Street between Southbank Boulevard and Power Street
2262,21687,"-37.79411822475304, 144.9276810936359",0,2,1,Council Major,20210923,444,Intersection of Epsom Road and Kensington Road
1850,21606,"-37.80681602524037, 144.9643600623401",0,1,1,Arterial,20210923,980,Intersection of Victoria Street and Cardigan Street
1749,20623,"-37.79450117859014, 144.97497259806534",120177,3,1,Council Minor,20210923,340,Warrior Woman Lane from Nicholson Street
3558,22647,"-37.829664141958766, 144.98784680290044",3195,1,2,Arterial,20210923,1229,Hoddle Bridge from Punt Road
950,22278,"-37.82871031375794, 144.985744469657",376,2,1,Council Major,20210923,5452,Alexandra Avenue between Anderson Street and Walsh Street
4032,23311,"-37.821022593956556, 144.9429232536969",526,2,1,Council Major,20210923,7093,Collins Street between Merchant Street and Bourke Street
2211,21261,"-37.79499852016703, 144.93123399194076",594,2,1,Council Major,20210923,1645,Eastwood Street between Hardiman Street and MacAulay Road
3632,22133,"-37.823897624087515, 144.93496749750523",0,2,1,Council Major,20210923,2260,Intersection of Ingles Street and Turner Street
1195,22661,"-37.80598899848343, 144.95211556230555",506,2,1,Council Major,20210923,2654,Chetwynd Street between Stanley Street and Victoria Street
840,21566,"-37.808615621006076, 144.97759725827748",1151,1,1,Arterial,20210923,2428,Victoria Parade between Morrison Place and Lansdowne Street
1208,21609,"-37.80752838433328, 144.9667702347564",858,2,1,Council Major,20210923,3010,MacKenzie Street between Victoria Street and Russell Street
1173,21521,"-37.81111226158345, 144.95740550287115",1180,2,2,Council Major,20210923,917,Wills Street between La Trobe Street and A'Beckett Street
